Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
9003,1,160,Portugal,140,0,0,0,1,1,0,27,0,0,0,11.1,0.6,2.02,Enrolled
9147,1,122,Portugal,120.3,1,0,0,1,1,1,19,0,12.6,13.6,8.9,1.4,3.51,Dropout
9070,1,140,Portugal,118,0,0,1,1,1,1,45,0,13.5,0,16.2,0.3,-0.92,Dropout
9670,1,160,Portugal,149.5,1,0,0,0,1,0,19,0,13,13,13.9,-0.3,0.79,Graduate
9003,39,130,Portugal,130,0,0,0,1,1,1,21,0,11.71428571,11.75,13.9,-0.3,0.79,Graduate
9670,1,141,Portugal,126.3,0,0,0,1,1,1,18,0,12.16666667,13,13.9,-0.3,0.79,Graduate
9147,1,127,Portugal,116.2,0,0,0,1,1,0,18,0,0,0,9.4,-0.8,-3.12,Dropout
9254,1,126,Portugal,126,0,0,0,0,1,0,29,0,0,0,9.4,-0.8,-3.12,Dropout
9670,1,131,Portugal,122.3,0,0,0,1,1,0,19,0,11.5,11.6,9.4,-0.8,-3.12,Graduate
9147,1,130,Portugal,119.5,1,0,0,1,1,1,18,0,11.25,12.25,12.4,0.5,1.79,Enrolled
9070,39,130,Portugal,131.8,0,0,0,1,1,1,22,0,12.28571429,12.375,12.4,0.5,1.79,Graduate
9500,1,140,Portugal,130.7,1,0,0,1,1,1,18,0,12.71857143,12.80555556,11.1,0.6,2.02,Dropout
9130,39,140,Portugal,140,0,0,0,1,1,0,20,0,12.4,15,13.9,-0.3,0.79,Enrolled
171,1,140,Portugal,129.5,1,0,0,1,1,0,20,0,0,0,10.8,1.4,1.74,Dropout
9670,19,133.1,Portugal,130,0,0,1,1,1,1,29,0,14,0,11.1,0.6,2.02,Dropout
9670,1,120,Portugal,114,1,0,0,1,1,0,29,0,11.66666667,11.25,7.6,2.6,0.32,Dropout
9773,1,121,Portugal,121,1,0,0,1,1,0,23,0,13,11.25,9.4,-0.8,-3.12,Enrolled
171,1,123,Portugal,116.4,1,0,1,1,1,0,19,0,0,0,10.8,1.4,1.74,Dropout
9119,1,136,Portugal,121.7,1,0,0,1,1,0,18,0,0,12,7.6,2.6,0.32,Dropout
9254,1,136,Portugal,130,1,0,0,1,1,0,22,0,11.5,12.5,7.6,2.6,0.32,Dropout
9991,1,120,Portugal,120,1,0,1,1,1,0,34,0,11.71428571,11.5,10.8,1.4,1.74,Dropout
9991,4,160,Portugal,125,0,0,0,1,1,0,26,0,12.6,13.71428571,13.9,-0.3,0.79,Graduate
171,1,125,Portugal,134.1,1,0,0,1,1,0,24,0,11.64285714,11.25,11.1,0.6,2.02,Dropout
9670,1,146,Portugal,149.5,1,0,0,1,1,1,17,0,14.875,13.42857143,11.1,0.6,2.02,Graduate
9670,1,117,Portugal,113.2,0,0,0,1,1,0,21,0,10,10.33333333,9.4,-0.8,-3.12,Enrolled
9991,1,150,Portugal,146,0,0,0,1,1,0,34,0,14.2,14.6,12.7,3.7,-1.7,Enrolled
9003,39,140,Portugal,140,1,0,0,1,1,0,19,0,12.71428571,13.5,12.4,0.5,1.79,Graduate
9003,1,111,Portugal,162.4,0,0,1,0,1,0,49,0,11.6,11.2,8.9,1.4,3.51,Dropout
9500,1,120,Portugal,136.6,0,0,0,1,1,0,23,0,11.94,12.2,13.9,-0.3,0.79,Dropout
9119,1,111,Portugal,111,1,0,0,1,1,0,18,0,11.6,14.2,12.4,0.5,1.79,Dropout
9500,1,118,Portugal,115.7,0,0,0,1,1,0,20,0,12.7,13.475,13.9,-0.3,0.79,Enrolled
9670,1,106,Portugal,105.7,1,0,0,1,1,0,19,0,13.33333333,13.8,8.9,1.4,3.51,Graduate
9003,39,120,Portugal,128.2,1,0,0,1,1,0,24,0,13.33333333,13.11111111,16.2,0.3,-0.92,Enrolled
9147,1,151,Portugal,137,1,0,0,1,1,0,18,0,13.4,15,8.9,1.4,3.51,Graduate
9254,19,133.1,Portugal,120,0,0,1,0,1,0,45,0,0,0,9.4,-0.8,-3.12,Dropout
9991,1,120,Portugal,120.5,1,0,0,1,1,0,30,0,11,0,7.6,2.6,0.32,Dropout
9991,39,120,Portugal,118.1,0,0,0,1,1,0,28,0,12,11.33333333,8.9,1.4,3.51,Dropout
9991,1,110,Portugal,139,0,0,0,1,1,0,40,0,0,0,12.7,3.7,-1.7,Dropout
9147,19,133.1,Portugal,116.3,0,0,0,0,1,0,32,0,0,0,10.8,1.4,1.74,Dropout
9254,1,118,Portugal,120.5,1,0,0,1,1,0,19,0,12.5,10.25,7.6,2.6,0.32,Dropout
9070,1,139,Portugal,134.9,1,0,0,1,1,0,20,0,13.66666667,12.16666667,16.2,0.3,-0.92,Graduate
9119,1,130,Portugal,123,0,0,0,1,1,0,18,0,10,0,9.4,-0.8,-3.12,Dropout
9670,1,132,Portugal,122.9,0,0,0,0,1,0,20,0,11.5,13,10.8,1.4,1.74,Dropout
9991,1,100,Portugal,140,0,0,0,1,1,0,39,0,12.25,12.75,15.5,2.8,-4.06,Enrolled
9085,1,120,Portugal,122.5,0,0,0,0,1,0,19,0,13.6,13.66666667,11.1,0.6,2.02,Enrolled
9991,12,133.1,Portugal,121.5,0,0,0,1,1,0,38,0,10.5,11.33333333,7.6,2.6,0.32,Enrolled
9500,1,156,Portugal,132.3,1,0,0,1,1,1,18,0,13.26666667,13.26666667,7.6,2.6,0.32,Graduate
9500,1,143,Portugal,131.5,1,0,0,1,1,1,18,0,12.5125,14.1875,13.9,-0.3,0.79,Graduate
9130,9,133.1,Portugal,128.2,0,0,0,1,1,0,28,0,0,0,7.6,2.6,0.32,Dropout
9670,1,140,Portugal,148,1,0,0,0,1,0,31,0,0,0,12.7,3.7,-1.7,Dropout
9500,1,127,Portugal,121.5,0,0,0,1,1,0,23,0,13.48333333,13.48333333,7.6,2.6,0.32,Graduate
9500,1,135,Portugal,135.4,1,0,0,1,1,0,21,0,12.565,12.16,11.1,0.6,2.02,Enrolled
9238,19,133.1,Portugal,139,0,0,1,0,1,0,33,0,0,0,16.2,0.3,-0.92,Dropout
9147,1,120,Portugal,113.4,0,0,0,1,1,0,22,0,13,11.66666667,12.7,3.7,-1.7,Dropout
9119,39,150,Portugal,150,1,0,1,1,1,0,20,0,16.5,17.71428571,12.4,0.5,1.79,Dropout
9670,1,123,Portugal,122,0,0,1,1,1,0,19,0,13.16666667,13.2,8.9,1.4,3.51,Enrolled
9085,39,150,Portugal,150,1,0,0,1,1,0,20,0,13.8,13.14285714,16.2,0.3,-0.92,Graduate
9254,12,133.1,Portugal,119.3,1,0,0,1,1,0,25,0,11.16666667,11.8,9.4,-0.8,-3.12,Enrolled
9003,1,130,Portugal,140,0,0,0,0,1,0,25,0,0,0,13.9,-0.3,0.79,Dropout
9070,1,140,Portugal,125,1,0,0,1,1,0,19,0,12.66666667,12.14285714,9.4,-0.8,-3.12,Enrolled
9670,1,141,Portugal,140.7,1,0,0,1,1,0,20,0,12.6,14.5,7.6,2.6,0.32,Graduate
9500,19,133.1,Portugal,100,0,0,0,1,1,0,33,0,13.06,0,16.2,0.3,-0.92,Enrolled
9773,1,146,Portugal,146.7,1,0,0,1,1,0,19,0,13.83333333,13.625,7.6,2.6,0.32,Graduate
9130,19,133.1,Portugal,96,0,0,0,1,1,0,31,0,0,0,7.6,2.6,0.32,Dropout
9119,39,160,Portugal,160,0,0,1,0,1,0,24,0,16,16,8.9,1.4,3.51,Dropout
9119,39,130,Portugal,130,0,0,1,0,1,0,23,0,0,0,15.5,2.8,-4.06,Dropout
9991,1,160,Portugal,130,0,0,0,0,1,1,26,0,10.66666667,10.66666667,9.4,-0.8,-3.12,Dropout
9070,2,140,Portugal,140,1,0,0,1,1,0,38,0,14.5,14.5,16.2,0.3,-0.92,Graduate
9119,1,126,Portugal,116.6,1,0,0,1,1,1,20,0,14,13.8,8.9,1.4,3.51,Graduate
9119,1,118,Portugal,120.5,1,0,0,1,1,0,20,0,13.33333333,13.57142857,12.4,0.5,1.79,Graduate
9085,19,133.1,Portugal,103,0,0,0,1,1,0,25,0,0,0,10.8,1.4,1.74,Dropout
9070,1,121,Portugal,111.9,1,0,0,1,1,0,19,0,12,11.2,8.9,1.4,3.51,Graduate
9119,1,148,Portugal,148.7,0,0,0,1,1,0,18,0,16.2,16,8.9,1.4,3.51,Graduate
9991,12,133.1,Portugal,120,0,0,0,1,1,0,28,0,10.28571429,10.6,10.8,1.4,1.74,Dropout
9119,1,140,Portugal,125.7,1,0,0,1,1,0,18,0,0,0,9.4,-0.8,-3.12,Enrolled
9254,1,132,Portugal,120.1,1,0,0,1,1,1,20,0,13.57142857,13.16666667,8.9,1.4,3.51,Graduate
9130,1,140,Portugal,127.8,0,0,0,1,1,0,18,0,14.28571429,14.85714286,11.1,0.6,2.02,Graduate
9147,1,112,Portugal,106.4,1,0,0,1,1,0,19,0,10.2,10.5,12.4,0.5,1.79,Graduate
9500,1,100,Portugal,100,0,0,1,1,1,0,24,0,10.25,10.25,12.7,3.7,-1.7,Dropout
9085,1,126,Portugal,123.9,1,0,0,1,1,0,21,0,0,0,10.8,1.4,1.74,Dropout
9670,1,150,Portugal,139.5,0,0,0,1,1,1,20,0,14.83333333,14.83333333,12.7,3.7,-1.7,Graduate
9003,39,150,Portugal,150,1,0,0,1,1,0,21,0,13.625,12.6,13.9,-0.3,0.79,Graduate
9556,1,144,Portugal,139.8,0,0,1,1,1,0,24,0,12.27142857,13.65714286,10.8,1.4,1.74,Graduate
9991,1,133.1,Portugal,154.4,0,0,0,1,1,0,27,0,0,0,10.8,1.4,1.74,Dropout
9147,1,120,Portugal,115.5,1,0,1,0,1,0,19,0,12.5,10.5,8.9,1.4,3.51,Enrolled
8014,1,133.1,Portugal,119,0,0,0,1,1,0,39,0,13.22222222,13.14285714,8.9,1.4,3.51,Graduate
33,1,133.1,Portugal,96.1,0,0,0,1,1,0,25,0,15,11.5,12.4,0.5,1.79,Dropout
171,3,130,Portugal,130,0,0,0,0,1,0,18,0,0,0,9.4,-0.8,-3.12,Dropout
9070,1,133,Portugal,128.8,0,0,0,1,1,0,19,0,13.16666667,13,10.8,1.4,1.74,Graduate
9773,1,124,Portugal,126.8,0,0,0,1,1,1,21,0,13.83333333,14,13.9,-0.3,0.79,Graduate
9991,40,130,Portugal,130,0,0,0,1,1,0,27,0,0,0,8.9,1.4,3.51,Dropout
9147,1,124,Portugal,116.7,1,0,0,1,1,0,19,0,0,0,7.6,2.6,0.32,Enrolled
9500,1,132,Portugal,125.5,1,0,0,1,1,0,18,0,13.15428571,13.15428571,10.8,1.4,1.74,Enrolled
9670,3,110,Portugal,110,1,0,0,1,1,0,27,0,12.33333333,13.16666667,9.4,-0.8,-3.12,Dropout
9773,1,127,Portugal,133.7,1,0,1,1,1,0,18,0,13,11.8,12.7,3.7,-1.7,Dropout
9130,1,130,Portugal,117.6,0,0,0,1,1,0,19,0,11.5,11.4,9.4,-0.8,-3.12,Enrolled
9003,39,140,Portugal,140,0,0,0,1,1,0,19,0,13.25,12,13.9,-0.3,0.79,Dropout
9003,39,150,Portugal,150,0,0,0,1,1,0,22,0,13.33333333,12.75,15.5,2.8,-4.06,Enrolled
9238,1,133,Portugal,133.7,1,0,0,1,0,0,18,0,13.5,12.16666667,10.8,1.4,1.74,Graduate
9773,1,109,Portugal,137,1,0,0,1,0,1,18,0,12.66666667,12.8,10.8,1.4,1.74,Graduate
9147,1,133.1,Portugal,128.2,0,0,0,1,0,0,23,0,15.09090909,14.5,9.4,-0.8,-3.12,Dropout
171,1,133,Portugal,129.2,1,0,1,0,1,0,20,0,0,0,9.4,-0.8,-3.12,Dropout
9773,1,134,Portugal,129.5,1,0,0,1,1,0,18,0,13.16666667,12.66666667,16.2,0.3,-0.92,Graduate
9773,1,125,Portugal,129.6,1,0,0,1,1,0,18,0,12.83333333,12.83333333,12.4,0.5,1.79,Graduate
9119,1,135,Portugal,121.7,1,0,0,1,1,0,18,0,11.8,12,8.9,1.4,3.51,Enrolled
9773,1,132,Portugal,141.8,1,0,0,1,1,0,20,0,11.83333333,12.16666667,12.7,3.7,-1.7,Graduate
9773,1,135,Portugal,129.8,1,0,0,1,1,0,20,0,12.8,12.75,15.5,2.8,-4.06,Graduate
9070,39,100,Portugal,106,0,0,0,1,1,0,21,0,11.8,11,12.4,0.5,1.79,Dropout
171,1,144,Portugal,121.6,0,0,0,1,1,0,22,0,0,0,13.9,-0.3,0.79,Enrolled
9119,1,125,Portugal,121.5,1,0,0,1,1,0,20,0,15.8,14.57142857,11.1,0.6,2.02,Dropout
171,1,133.1,Portugal,117,0,0,1,1,1,0,19,0,0,0,15.5,2.8,-4.06,Enrolled
9119,39,130,Portugal,130,1,0,0,1,1,0,19,0,12.5,11.6,12.4,0.5,1.79,Enrolled
9670,1,117,Portugal,117.7,1,0,0,1,1,0,20,0,14.66666667,13.85714286,8.9,1.4,3.51,Graduate
9085,39,140,Portugal,140,1,0,0,1,1,0,19,0,12.5,12,12.4,0.5,1.79,Dropout
9119,1,132,Portugal,133.1,1,0,0,1,1,0,19,0,12,10.5,11.1,0.6,2.02,Dropout
9119,1,133.1,Brazil,100,0,0,1,1,1,0,24,1,13.14285714,11.83333333,8.9,1.4,3.51,Enrolled
9670,1,132,Portugal,119.1,0,0,1,1,1,0,18,0,12.66666667,11.14285714,10.8,1.4,1.74,Dropout
9119,1,148,Portugal,129.8,0,0,0,0,1,1,18,0,15,14.2,8.9,1.4,3.51,Enrolled
9238,1,133,Portugal,131.3,1,0,1,1,0,0,18,0,13.6,11.8,8.9,1.4,3.51,Dropout
9773,1,143,Portugal,136.7,1,0,0,1,0,0,18,0,12.5,13.83333333,8.9,1.4,3.51,Graduate
9238,1,143,Portugal,126.2,1,0,0,1,0,1,21,0,13.33333333,13.5,12.4,0.5,1.79,Graduate
9085,1,133.1,Brazil,109.6,0,0,0,1,0,0,18,1,12.25,11,11.1,0.6,2.02,Dropout
9500,1,141,Portugal,131.9,1,0,0,1,0,1,18,0,15.10142857,16.09375,11.1,0.6,2.02,Graduate
9238,1,140,Portugal,140.7,1,0,0,1,0,1,18,0,13.16666667,16,10.8,1.4,1.74,Graduate
8014,1,134,Portugal,120.7,1,0,0,1,0,0,23,0,11,0,13.9,-0.3,0.79,Dropout
9147,1,118,Portugal,113.8,1,0,0,1,0,0,21,0,11.66666667,11.75,8.9,1.4,3.51,Graduate
9238,1,135,Portugal,121,0,0,0,1,0,0,20,0,10,13,9.4,-0.8,-3.12,Enrolled
8014,1,119,Portugal,112.4,1,0,0,1,0,0,26,0,11.57142857,11,7.6,2.6,0.32,Dropout
9773,1,145,Portugal,131,1,0,0,1,0,1,18,0,12.16666667,11.2,7.6,2.6,0.32,Enrolled
171,1,143,Portugal,142.7,1,0,0,1,0,0,18,0,0,0,16.2,0.3,-0.92,Dropout
9670,1,123,Portugal,125.5,0,0,0,0,0,1,19,0,13.83333333,14.28571429,8.9,1.4,3.51,Graduate
9500,1,108,Portugal,107.8,1,0,0,1,0,1,20,0,12.35714286,13,13.9,-0.3,0.79,Graduate
9773,1,117,Portugal,110.4,1,0,1,0,0,0,19,0,12.16666667,10.33333333,16.2,0.3,-0.92,Dropout
9238,39,140,Portugal,136.1,1,0,1,1,0,0,21,0,12,12.5,12.4,0.5,1.79,Enrolled
9254,1,170,Portugal,138.3,0,0,0,1,0,0,33,0,12.41666667,13,10.8,1.4,1.74,Graduate
9085,1,157,Portugal,142.3,0,0,0,1,0,0,18,0,12.75,12.75,7.6,2.6,0.32,Graduate
9500,6,141,Portugal,145,0,0,0,1,0,0,21,0,14.93333333,14.93333333,7.6,2.6,0.32,Graduate
9773,1,125,Portugal,125.7,1,0,0,1,0,0,19,0,13,11.66666667,8.9,1.4,3.51,Graduate
9853,19,133.1,Portugal,108,0,0,1,0,0,0,33,0,12.85714286,12.66666667,8.9,1.4,3.51,Enrolled
9500,1,143,Portugal,128.7,1,0,0,1,0,0,18,0,14.455,13.91,15.5,2.8,-4.06,Graduate
9670,1,142,Portugal,128,0,0,0,1,0,1,18,0,14,13.28571429,11.1,0.6,2.02,Graduate
9773,1,150,Portugal,146.5,1,0,0,1,0,1,20,0,13.5,12.66666667,11.1,0.6,2.02,Graduate
9254,1,112,Portugal,106.1,1,0,0,0,0,0,20,0,0,0,11.1,0.6,2.02,Dropout
8014,1,133.1,Portugal,118,0,0,0,1,0,1,20,0,11.66666667,14,10.8,1.4,1.74,Graduate
9085,1,125,Portugal,117,1,0,0,1,0,1,19,0,12,13.33333333,10.8,1.4,1.74,Graduate
9238,1,121,Portugal,115.4,1,0,0,1,0,1,19,0,11.71428571,11.83333333,13.9,-0.3,0.79,Graduate
9238,1,133.1,Portugal,117,1,0,0,1,0,0,21,0,12.66666667,12.42857143,11.1,0.6,2.02,Graduate
9085,1,133.1,Portugal,144.9,1,0,0,1,0,0,26,0,11.75,12.8,12.4,0.5,1.79,Enrolled
9238,1,135,Portugal,127,0,0,0,1,0,0,21,0,0,0,16.2,0.3,-0.92,Dropout
9500,1,132,Portugal,118,1,0,0,1,0,0,18,0,12.32857143,12.32857143,12.7,3.7,-1.7,Graduate
9853,19,133.1,Portugal,118,0,0,0,1,0,0,27,0,11.66666667,10,12.4,0.5,1.79,Dropout
9070,1,135,Portugal,126.4,1,0,0,1,0,1,20,0,13.25,12.72727273,15.5,2.8,-4.06,Graduate
9670,39,110,Portugal,110,0,0,0,1,0,0,21,0,11.83333333,13.25,16.2,0.3,-0.92,Enrolled
9556,1,133,Portugal,124.4,1,0,0,1,0,1,18,0,13.3,15.125,15.5,2.8,-4.06,Graduate
9085,39,140,Portugal,140,1,0,0,1,0,0,20,0,12.55555556,11.8,16.2,0.3,-0.92,Enrolled
9773,1,135,Portugal,129.4,1,0,0,1,0,0,18,0,12.83333333,12.16666667,11.1,0.6,2.02,Graduate
9238,39,140,Portugal,141.7,0,0,0,1,0,1,20,0,12.83333333,12.83333333,13.9,-0.3,0.79,Graduate
9085,1,144,Portugal,132.1,1,0,0,1,0,1,19,0,12.66666667,13,12.7,3.7,-1.7,Graduate
9500,1,122,Portugal,116.8,1,0,0,1,0,0,20,0,13.27142857,14.47142857,13.9,-0.3,0.79,Graduate
9991,1,143,Portugal,135,0,0,0,1,0,1,20,0,12.4,12.83333333,10.8,1.4,1.74,Graduate
9085,39,150,Portugal,150,0,0,0,1,0,0,20,0,14.5,11.25,12.7,3.7,-1.7,Enrolled
9238,1,124,Portugal,116,1,0,1,1,0,0,19,0,0,0,13.9,-0.3,0.79,Dropout
9773,1,156,Portugal,155,0,0,0,1,0,0,18,0,14.28571429,13.25,8.9,1.4,3.51,Graduate
9085,1,142,Portugal,127,1,0,0,1,0,0,18,0,12.33333333,12.6,10.8,1.4,1.74,Graduate
9500,1,142,Portugal,130.8,1,0,0,1,0,1,19,0,12.58333333,12.67142857,13.9,-0.3,0.79,Graduate
9500,1,126,Portugal,121.8,1,0,0,1,0,0,19,0,13.73166667,13.77142857,12.4,0.5,1.79,Dropout
9003,19,133.1,Portugal,140,0,0,0,1,1,0,43,0,12.875,12.14285714,16.2,0.3,-0.92,Enrolled
9070,1,170,Portugal,148.5,0,0,0,1,1,0,47,0,14.625,13.4,9.4,-0.8,-3.12,Dropout
9147,1,130,Portugal,109.8,1,0,0,0,1,0,23,0,0,0,7.6,2.6,0.32,Dropout
9238,1,133,Brazil,119.7,1,0,1,1,0,1,19,1,12.66666667,12.66666667,8.9,1.4,3.51,Graduate
9500,1,122,Portugal,122,1,0,0,1,0,0,20,0,12.49166667,12.49166667,12.7,3.7,-1.7,Graduate
171,1,138,Portugal,147.5,1,0,0,1,0,1,19,0,13.66666667,14.16666667,8.9,1.4,3.51,Graduate
9085,1,163,United Kingdom,150.8,1,0,0,1,0,0,19,1,16,14.5,15.5,2.8,-4.06,Graduate
9085,39,150,Portugal,150,1,0,0,1,0,0,19,0,14.14285714,13,13.9,-0.3,0.79,Graduate
8014,19,133.1,Portugal,131.5,0,0,1,1,0,1,39,0,11.83333333,13.75,11.1,0.6,2.02,Graduate
9070,1,144,Portugal,127.2,1,0,0,1,0,1,20,0,12.66666667,13,10.8,1.4,1.74,Graduate
9070,1,118,Portugal,111,1,0,0,1,0,0,21,0,12.5,12.66666667,7.6,2.6,0.32,Graduate
9238,1,101,Guinea-Bissau,119.9,1,0,1,0,0,0,22,1,10.88888889,11.25,9.4,-0.8,-3.12,Graduate
9773,1,133,Portugal,133.7,1,0,0,1,0,0,19,0,13,0,7.6,2.6,0.32,Dropout
9670,1,133.1,Portugal,140,1,0,0,1,0,0,22,0,15.16666667,16,13.9,-0.3,0.79,Graduate
9853,1,124,Portugal,113.9,1,0,0,1,0,1,19,0,12.66666667,12,12.7,3.7,-1.7,Graduate
171,1,127,Portugal,120.7,1,0,1,1,1,0,18,0,0,0,7.6,2.6,0.32,Dropout
9147,1,133.1,Portugal,119.8,0,0,0,1,1,0,26,0,12,10.2,11.1,0.6,2.02,Enrolled
9991,1,110,Portugal,121.8,0,0,0,0,1,0,36,0,0,0,12.7,3.7,-1.7,Dropout
171,1,110,Portugal,117.7,1,0,1,1,1,1,20,0,0,0,12.4,0.5,1.79,Graduate
9147,1,160,Portugal,110,0,0,0,1,1,0,30,0,11,11.5,15.5,2.8,-4.06,Dropout
9003,1,120,Portugal,134.4,0,0,0,1,1,0,24,0,15.71428571,15.9,15.5,2.8,-4.06,Dropout
9147,1,133.1,Portugal,125.3,0,0,0,1,1,0,26,0,10.81818182,11.63636364,7.6,2.6,0.32,Dropout
9147,1,132,Portugal,119.1,0,0,0,0,1,0,19,0,12,0,13.9,-0.3,0.79,Dropout
9238,1,130,Portugal,146,0,0,0,1,1,0,34,0,12.6,11.25,12.4,0.5,1.79,Graduate
9130,1,130,Portugal,130,1,0,0,1,1,0,33,0,13,14,9.4,-0.8,-3.12,Enrolled
9147,1,129,Portugal,122,1,0,0,1,1,0,19,0,11.6,10.75,9.4,-0.8,-3.12,Graduate
9119,1,130,Portugal,118.1,1,0,1,0,1,0,26,0,10,11,8.9,1.4,3.51,Dropout
9670,1,140,Portugal,105.2,0,0,0,1,1,0,29,0,14,0,16.2,0.3,-0.92,Dropout
9119,1,131,Portugal,123.3,1,0,0,1,1,1,19,0,12.6,12.5,8.9,1.4,3.51,Dropout
171,1,129,Portugal,124.8,1,0,0,1,1,0,18,0,0,0,12.7,3.7,-1.7,Dropout
9991,19,133.1,Portugal,149.4,0,0,0,0,1,0,29,0,11.33333333,12,11.1,0.6,2.02,Dropout
9254,1,112,Portugal,108.5,0,0,0,1,1,0,21,0,12.66666667,11.4,9.4,-0.8,-3.12,Graduate
9254,1,119,Portugal,125,0,0,0,1,1,0,19,0,10.8,10.5,10.8,1.4,1.74,Enrolled
9500,1,133.1,Portugal,101,0,0,0,1,1,0,20,0,12.87857143,11.85625,15.5,2.8,-4.06,Graduate
9085,1,123,Portugal,112.9,0,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Dropout
9070,1,131,Portugal,120.2,1,0,0,1,1,0,18,0,12.83333333,11.4,15.5,2.8,-4.06,Enrolled
9147,1,120,Portugal,111.6,0,0,1,1,1,1,21,0,12.6,12.83333333,10.8,1.4,1.74,Enrolled
9147,1,125,Portugal,134.1,1,0,0,1,1,0,20,0,0,0,8.9,1.4,3.51,Dropout
9119,1,133.1,Portugal,101.6,0,0,0,1,1,1,30,0,0,0,12.7,3.7,-1.7,Dropout
9670,1,121,Portugal,111.9,1,0,0,1,1,0,19,0,14.16666667,14,13.9,-0.3,0.79,Graduate
9147,1,148,Portugal,118.4,1,0,0,1,1,0,30,0,13.4,13.25,8.9,1.4,3.51,Dropout
9147,1,139,Portugal,127.1,1,0,0,1,1,1,22,0,11.2,11.25,12.7,3.7,-1.7,Graduate
171,1,125,Portugal,120.5,1,0,0,1,1,0,22,0,0,0,12.4,0.5,1.79,Graduate
9070,1,128,Portugal,136.1,1,0,1,0,1,0,19,0,12.66666667,11.8,11.1,0.6,2.02,Dropout
9670,1,132,Portugal,124,1,0,0,1,1,0,21,0,12.33333333,11.25,7.6,2.6,0.32,Dropout
9085,1,137,Portugal,141.6,0,0,0,1,1,0,21,0,12.25,12,7.6,2.6,0.32,Graduate
171,39,160,Portugal,160,1,0,1,1,1,1,21,0,0,0,15.5,2.8,-4.06,Dropout
9147,1,120,Portugal,110,0,0,0,1,1,0,27,0,10.75,10.33333333,15.5,2.8,-4.06,Dropout
33,1,134,Portugal,100,1,0,0,1,1,0,32,0,0,0,13.9,-0.3,0.79,Dropout
9670,12,133.1,Portugal,120,0,0,1,0,1,0,40,0,0,0,15.5,2.8,-4.06,Dropout
9147,1,116,Portugal,124.8,1,0,0,1,1,0,20,0,14.33333333,12.5,7.6,2.6,0.32,Enrolled
9130,39,140,Portugal,140,1,0,0,1,1,0,20,0,11.5,11.5,12.7,3.7,-1.7,Dropout
171,1,140,Portugal,124.3,1,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Graduate
9147,1,122,Portugal,118.9,0,0,0,1,1,0,21,0,10.5,0,12.7,3.7,-1.7,Dropout
9670,1,141,Portugal,130.2,0,0,0,1,1,0,18,0,13.5,0,12.7,3.7,-1.7,Dropout
9003,1,120,Portugal,120,0,0,0,1,1,0,19,0,11,0,16.2,0.3,-0.92,Enrolled
9070,3,140,Portugal,140,0,0,0,0,1,0,30,0,10,0,15.5,2.8,-4.06,Dropout
9003,12,133.1,Portugal,130,0,0,0,1,1,0,29,0,0,0,15.5,2.8,-4.06,Dropout
9119,1,137,Portugal,130.4,1,0,1,1,1,0,18,0,12,10.66666667,7.6,2.6,0.32,Dropout
9670,1,122,Portugal,116.1,1,0,0,1,1,1,18,0,12.25,12.2,9.4,-0.8,-3.12,Dropout
9003,39,130,Portugal,130,0,0,0,1,1,0,22,0,11.4,11.66666667,15.5,2.8,-4.06,Dropout
9991,1,140,Portugal,124.3,1,0,0,0,1,0,27,0,0,0,12.7,3.7,-1.7,Dropout
9670,1,125,Portugal,125,1,0,0,1,1,0,20,0,14.25,14,10.8,1.4,1.74,Graduate
8014,2,110,Portugal,110,0,0,0,1,1,0,42,0,14.45454545,14.2,11.1,0.6,2.02,Graduate
9003,1,133.1,Portugal,115,0,0,1,1,1,0,21,0,14.53846154,14.46153846,15.5,2.8,-4.06,Graduate
9500,1,132,Portugal,129.6,0,1,0,1,1,0,23,0,12.73333333,11.95,16.2,0.3,-0.92,Graduate
9070,1,122,Portugal,128.8,1,0,0,1,1,0,21,0,13.2,13.5,8.9,1.4,3.51,Dropout
171,1,155,Portugal,144.2,1,0,0,1,1,0,19,0,0,0,12.7,3.7,-1.7,Graduate
9238,1,120,Portugal,134,0,0,0,1,1,1,40,0,12.33333333,12.75,8.9,1.4,3.51,Dropout
9147,1,129,Portugal,112,0,0,0,1,1,0,22,0,11.2,11.25,12.7,3.7,-1.7,Dropout
9500,1,144,Portugal,128.8,1,0,0,1,1,0,19,0,13.2,13.2,7.6,2.6,0.32,Graduate
9119,1,130,Portugal,134,0,0,0,1,1,1,24,0,11.83333333,14,12.7,3.7,-1.7,Enrolled
9254,1,133.1,Portugal,125,0,0,0,1,1,0,21,0,11.33333333,11.5,12.7,3.7,-1.7,Enrolled
9119,1,133,Portugal,123.2,1,0,0,1,1,0,18,0,13.6,14.6,8.9,1.4,3.51,Graduate
9119,1,131,Portugal,118.4,0,0,0,1,1,0,18,0,0,11.5,7.6,2.6,0.32,Dropout
9670,1,133.1,Portugal,116.2,0,0,0,1,1,0,24,0,12.85714286,13.66666667,11.1,0.6,2.02,Dropout
