Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
9238,1,133,1,131.3,1,0,1,1,0,0,18,0,13.6,11.8,8.9,1.4,3.51,Dropout
9773,1,143,1,136.7,1,0,0,1,0,0,18,0,12.5,13.83333333,8.9,1.4,3.51,Graduate
9238,1,143,1,126.2,1,0,0,1,0,1,21,0,13.33333333,13.5,12.4,0.5,1.79,Graduate
9085,1,133.1,41,109.6,0,0,0,1,0,0,18,1,12.25,11,11.1,0.6,2.02,Dropout
9500,1,141,1,131.9,1,0,0,1,0,1,18,0,15.10142857,16.09375,11.1,0.6,2.02,Graduate
9238,1,140,1,140.7,1,0,0,1,0,1,18,0,13.16666667,16,10.8,1.4,1.74,Graduate
8014,1,134,1,120.7,1,0,0,1,0,0,23,0,11,0,13.9,-0.3,0.79,Dropout
9147,1,118,1,113.8,1,0,0,1,0,0,21,0,11.66666667,11.75,8.9,1.4,3.51,Graduate
9238,1,135,1,121,0,0,0,1,0,0,20,0,10,13,9.4,-0.8,-3.12,Enrolled
8014,1,119,1,112.4,1,0,0,1,0,0,26,0,11.57142857,11,7.6,2.6,0.32,Dropout
9773,1,145,1,131,1,0,0,1,0,1,18,0,12.16666667,11.2,7.6,2.6,0.32,Enrolled
171,1,143,1,142.7,1,0,0,1,0,0,18,0,0,0,16.2,0.3,-0.92,Dropout
9670,1,123,1,125.5,0,0,0,0,0,1,19,0,13.83333333,14.28571429,8.9,1.4,3.51,Graduate
9500,1,108,1,107.8,1,0,0,1,0,1,20,0,12.35714286,13,13.9,-0.3,0.79,Graduate
9773,1,117,1,110.4,1,0,1,0,0,0,19,0,12.16666667,10.33333333,16.2,0.3,-0.92,Dropout
9238,39,140,1,136.1,1,0,1,1,0,0,21,0,12,12.5,12.4,0.5,1.79,Enrolled
9254,1,170,1,138.3,0,0,0,1,0,0,33,0,12.41666667,13,10.8,1.4,1.74,Graduate
9085,1,157,1,142.3,0,0,0,1,0,0,18,0,12.75,12.75,7.6,2.6,0.32,Graduate
9500,6,141,1,145,0,0,0,1,0,0,21,0,14.93333333,14.93333333,7.6,2.6,0.32,Graduate
9773,1,125,1,125.7,1,0,0,1,0,0,19,0,13,11.66666667,8.9,1.4,3.51,Graduate
9853,19,133.1,1,108,0,0,1,0,0,0,33,0,12.85714286,12.66666667,8.9,1.4,3.51,Enrolled
9500,1,143,1,128.7,1,0,0,1,0,0,18,0,14.455,13.91,15.5,2.8,-4.06,Graduate
9670,1,142,1,128,0,0,0,1,0,1,18,0,14,13.28571429,11.1,0.6,2.02,Graduate
9773,1,150,1,146.5,1,0,0,1,0,1,20,0,13.5,12.66666667,11.1,0.6,2.02,Graduate
9254,1,112,1,106.1,1,0,0,0,0,0,20,0,0,0,11.1,0.6,2.02,Dropout
8014,1,133.1,1,118,0,0,0,1,0,1,20,0,11.66666667,14,10.8,1.4,1.74,Graduate
9085,1,125,1,117,1,0,0,1,0,1,19,0,12,13.33333333,10.8,1.4,1.74,Graduate
9238,1,121,1,115.4,1,0,0,1,0,1,19,0,11.71428571,11.83333333,13.9,-0.3,0.79,Graduate
9238,1,133.1,1,117,1,0,0,1,0,0,21,0,12.66666667,12.42857143,11.1,0.6,2.02,Graduate
9085,1,133.1,1,144.9,1,0,0,1,0,0,26,0,11.75,12.8,12.4,0.5,1.79,Enrolled
9238,1,135,1,127,0,0,0,1,0,0,21,0,0,0,16.2,0.3,-0.92,Dropout
9500,1,132,1,118,1,0,0,1,0,0,18,0,12.32857143,12.32857143,12.7,3.7,-1.7,Graduate
9853,19,133.1,1,118,0,0,0,1,0,0,27,0,11.66666667,10,12.4,0.5,1.79,Dropout
9070,1,135,1,126.4,1,0,0,1,0,1,20,0,13.25,12.72727273,15.5,2.8,-4.06,Graduate
9670,39,110,1,110,0,0,0,1,0,0,21,0,11.83333333,13.25,16.2,0.3,-0.92,Enrolled
9556,1,133,1,124.4,1,0,0,1,0,1,18,0,13.3,15.125,15.5,2.8,-4.06,Graduate
9085,39,140,1,140,1,0,0,1,0,0,20,0,12.55555556,11.8,16.2,0.3,-0.92,Enrolled
9773,1,135,1,129.4,1,0,0,1,0,0,18,0,12.83333333,12.16666667,11.1,0.6,2.02,Graduate
9238,39,140,1,141.7,0,0,0,1,0,1,20,0,12.83333333,12.83333333,13.9,-0.3,0.79,Graduate
9085,1,144,1,132.1,1,0,0,1,0,1,19,0,12.66666667,13,12.7,3.7,-1.7,Graduate
9500,1,122,1,116.8,1,0,0,1,0,0,20,0,13.27142857,14.47142857,13.9,-0.3,0.79,Graduate
9991,1,143,1,135,0,0,0,1,0,1,20,0,12.4,12.83333333,10.8,1.4,1.74,Graduate
9085,39,150,1,150,0,0,0,1,0,0,20,0,14.5,11.25,12.7,3.7,-1.7,Enrolled
9238,1,124,1,116,1,0,1,1,0,0,19,0,0,0,13.9,-0.3,0.79,Dropout
9773,1,156,1,155,0,0,0,1,0,0,18,0,14.28571429,13.25,8.9,1.4,3.51,Graduate
9085,1,142,1,127,1,0,0,1,0,0,18,0,12.33333333,12.6,10.8,1.4,1.74,Graduate
9500,1,142,1,130.8,1,0,0,1,0,1,19,0,12.58333333,12.67142857,13.9,-0.3,0.79,Graduate
9500,1,126,1,121.8,1,0,0,1,0,0,19,0,13.73166667,13.77142857,12.4,0.5,1.79,Dropout
9003,19,133.1,1,140,0,0,0,1,1,0,43,0,12.875,12.14285714,16.2,0.3,-0.92,Enrolled
9070,1,170,1,148.5,0,0,0,1,1,0,47,0,14.625,13.4,9.4,-0.8,-3.12,Dropout
9147,1,130,1,109.8,1,0,0,0,1,0,23,0,0,0,7.6,2.6,0.32,Dropout
9238,1,133,41,119.7,1,0,1,1,0,1,19,1,12.66666667,12.66666667,8.9,1.4,3.51,Graduate
9500,1,122,1,122,1,0,0,1,0,0,20,0,12.49166667,12.49166667,12.7,3.7,-1.7,Graduate
171,1,138,1,147.5,1,0,0,1,0,1,19,0,13.66666667,14.16666667,8.9,1.4,3.51,Graduate
9085,1,163,14,150.8,1,0,0,1,0,0,19,1,16,14.5,15.5,2.8,-4.06,Graduate
9085,39,150,1,150,1,0,0,1,0,0,19,0,14.14285714,13,13.9,-0.3,0.79,Graduate
8014,19,133.1,1,131.5,0,0,1,1,0,1,39,0,11.83333333,13.75,11.1,0.6,2.02,Graduate
9070,1,144,1,127.2,1,0,0,1,0,1,20,0,12.66666667,13,10.8,1.4,1.74,Graduate
9070,1,118,1,111,1,0,0,1,0,0,21,0,12.5,12.66666667,7.6,2.6,0.32,Graduate
9238,1,101,24,119.9,1,0,1,0,0,0,22,1,10.88888889,11.25,9.4,-0.8,-3.12,Graduate
9773,1,133,1,133.7,1,0,0,1,0,0,19,0,13,0,7.6,2.6,0.32,Dropout
9670,1,133.1,1,140,1,0,0,1,0,0,22,0,15.16666667,16,13.9,-0.3,0.79,Graduate
9853,1,124,1,113.9,1,0,0,1,0,1,19,0,12.66666667,12,12.7,3.7,-1.7,Graduate
171,1,127,1,120.7,1,0,1,1,1,0,18,0,0,0,7.6,2.6,0.32,Dropout
9147,1,133.1,1,119.8,0,0,0,1,1,0,26,0,12,10.2,11.1,0.6,2.02,Enrolled
9991,1,110,1,121.8,0,0,0,0,1,0,36,0,0,0,12.7,3.7,-1.7,Dropout
171,1,110,1,117.7,1,0,1,1,1,1,20,0,0,0,12.4,0.5,1.79,Graduate
9147,1,160,1,110,0,0,0,1,1,0,30,0,11,11.5,15.5,2.8,-4.06,Dropout
9003,1,120,1,134.4,0,0,0,1,1,0,24,0,15.71428571,15.9,15.5,2.8,-4.06,Dropout
9147,1,133.1,1,125.3,0,0,0,1,1,0,26,0,10.81818182,11.63636364,7.6,2.6,0.32,Dropout
9147,1,132,1,119.1,0,0,0,0,1,0,19,0,12,0,13.9,-0.3,0.79,Dropout
9238,1,130,1,146,0,0,0,1,1,0,34,0,12.6,11.25,12.4,0.5,1.79,Graduate
9130,1,130,1,130,1,0,0,1,1,0,33,0,13,14,9.4,-0.8,-3.12,Enrolled
9147,1,129,1,122,1,0,0,1,1,0,19,0,11.6,10.75,9.4,-0.8,-3.12,Graduate
9119,1,130,1,118.1,1,0,1,0,1,0,26,0,10,11,8.9,1.4,3.51,Dropout
9670,1,140,1,105.2,0,0,0,1,1,0,29,0,14,0,16.2,0.3,-0.92,Dropout
9119,1,131,1,123.3,1,0,0,1,1,1,19,0,12.6,12.5,8.9,1.4,3.51,Dropout
171,1,129,1,124.8,1,0,0,1,1,0,18,0,0,0,12.7,3.7,-1.7,Dropout
9991,19,133.1,1,149.4,0,0,0,0,1,0,29,0,11.33333333,12,11.1,0.6,2.02,Dropout
9254,1,112,1,108.5,0,0,0,1,1,0,21,0,12.66666667,11.4,9.4,-0.8,-3.12,Graduate
9254,1,119,1,125,0,0,0,1,1,0,19,0,10.8,10.5,10.8,1.4,1.74,Enrolled
9500,1,133.1,1,101,0,0,0,1,1,0,20,0,12.87857143,11.85625,15.5,2.8,-4.06,Graduate
9085,1,123,1,112.9,0,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Dropout
9070,1,131,1,120.2,1,0,0,1,1,0,18,0,12.83333333,11.4,15.5,2.8,-4.06,Enrolled
9147,1,120,1,111.6,0,0,1,1,1,1,21,0,12.6,12.83333333,10.8,1.4,1.74,Enrolled
9147,1,125,1,134.1,1,0,0,1,1,0,20,0,0,0,8.9,1.4,3.51,Dropout
9119,1,133.1,1,101.6,0,0,0,1,1,1,30,0,0,0,12.7,3.7,-1.7,Dropout
9670,1,121,1,111.9,1,0,0,1,1,0,19,0,14.16666667,14,13.9,-0.3,0.79,Graduate
9147,1,148,1,118.4,1,0,0,1,1,0,30,0,13.4,13.25,8.9,1.4,3.51,Dropout
9147,1,139,1,127.1,1,0,0,1,1,1,22,0,11.2,11.25,12.7,3.7,-1.7,Graduate
171,1,125,1,120.5,1,0,0,1,1,0,22,0,0,0,12.4,0.5,1.79,Graduate
9070,1,128,1,136.1,1,0,1,0,1,0,19,0,12.66666667,11.8,11.1,0.6,2.02,Dropout
9670,1,132,1,124,1,0,0,1,1,0,21,0,12.33333333,11.25,7.6,2.6,0.32,Dropout
9085,1,137,1,141.6,0,0,0,1,1,0,21,0,12.25,12,7.6,2.6,0.32,Graduate
171,39,160,1,160,1,0,1,1,1,1,21,0,0,0,15.5,2.8,-4.06,Dropout
9147,1,120,1,110,0,0,0,1,1,0,27,0,10.75,10.33333333,15.5,2.8,-4.06,Dropout
33,1,134,1,100,1,0,0,1,1,0,32,0,0,0,13.9,-0.3,0.79,Dropout
9670,12,133.1,1,120,0,0,1,0,1,0,40,0,0,0,15.5,2.8,-4.06,Dropout
9147,1,116,1,124.8,1,0,0,1,1,0,20,0,14.33333333,12.5,7.6,2.6,0.32,Enrolled
9130,39,140,1,140,1,0,0,1,1,0,20,0,11.5,11.5,12.7,3.7,-1.7,Dropout
171,1,140,1,124.3,1,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Graduate
9147,1,122,1,118.9,0,0,0,1,1,0,21,0,10.5,0,12.7,3.7,-1.7,Dropout
9670,1,141,1,130.2,0,0,0,1,1,0,18,0,13.5,0,12.7,3.7,-1.7,Dropout
9003,1,120,1,120,0,0,0,1,1,0,19,0,11,0,16.2,0.3,-0.92,Enrolled
9070,3,140,1,140,0,0,0,0,1,0,30,0,10,0,15.5,2.8,-4.06,Dropout
9003,12,133.1,1,130,0,0,0,1,1,0,29,0,0,0,15.5,2.8,-4.06,Dropout
9119,1,137,1,130.4,1,0,1,1,1,0,18,0,12,10.66666667,7.6,2.6,0.32,Dropout
9670,1,122,1,116.1,1,0,0,1,1,1,18,0,12.25,12.2,9.4,-0.8,-3.12,Dropout
9003,39,130,1,130,0,0,0,1,1,0,22,0,11.4,11.66666667,15.5,2.8,-4.06,Dropout
9991,1,140,1,124.3,1,0,0,0,1,0,27,0,0,0,12.7,3.7,-1.7,Dropout
9670,1,125,1,125,1,0,0,1,1,0,20,0,14.25,14,10.8,1.4,1.74,Graduate
8014,2,110,1,110,0,0,0,1,1,0,42,0,14.45454545,14.2,11.1,0.6,2.02,Graduate
9003,1,133.1,1,115,0,0,1,1,1,0,21,0,14.53846154,14.46153846,15.5,2.8,-4.06,Graduate
9500,1,132,1,129.6,0,1,0,1,1,0,23,0,12.73333333,11.95,16.2,0.3,-0.92,Graduate
9070,1,122,1,128.8,1,0,0,1,1,0,21,0,13.2,13.5,8.9,1.4,3.51,Dropout
171,1,155,1,144.2,1,0,0,1,1,0,19,0,0,0,12.7,3.7,-1.7,Graduate
9238,1,120,1,134,0,0,0,1,1,1,40,0,12.33333333,12.75,8.9,1.4,3.51,Dropout
9147,1,129,1,112,0,0,0,1,1,0,22,0,11.2,11.25,12.7,3.7,-1.7,Dropout
9500,1,144,1,128.8,1,0,0,1,1,0,19,0,13.2,13.2,7.6,2.6,0.32,Graduate
9119,1,130,1,134,0,0,0,1,1,1,24,0,11.83333333,14,12.7,3.7,-1.7,Enrolled
9254,1,133.1,1,125,0,0,0,1,1,0,21,0,11.33333333,11.5,12.7,3.7,-1.7,Enrolled
9119,1,133,1,123.2,1,0,0,1,1,0,18,0,13.6,14.6,8.9,1.4,3.51,Graduate
9119,1,131,1,118.4,0,0,0,1,1,0,18,0,0,11.5,7.6,2.6,0.32,Dropout
9670,1,133.1,1,116.2,0,0,0,1,1,0,24,0,12.85714286,13.66666667,11.1,0.6,2.02,Dropout
9119,1,133.1,1,123,0,0,0,1,1,1,28,0,14.33333333,12.42857143,9.4,-0.8,-3.12,Enrolled
9670,1,118,1,113.5,1,0,0,1,0,1,19,0,13.5,14,12.4,0.5,1.79,Graduate
9085,40,120,1,125,0,0,0,1,0,0,28,0,14.42857143,15.6,11.1,0.6,2.02,Enrolled
9853,1,133.1,1,134.8,1,0,0,1,0,0,18,0,0,0,7.6,2.6,0.32,Dropout
171,1,145,1,149.9,1,0,0,0,0,0,19,0,0,0,16.2,0.3,-0.92,Graduate
9500,1,125,1,119.8,1,0,0,1,0,1,19,0,12.82875,12.82875,9.4,-0.8,-3.12,Graduate
9130,1,125,1,125,1,0,0,1,0,0,21,0,0,13.75,10.8,1.4,1.74,Graduate
9500,1,148,1,135.1,1,0,1,1,0,0,18,0,0,0,13.9,-0.3,0.79,Dropout
9070,1,139,1,138.3,1,0,0,1,0,0,19,0,14.66666667,13.16666667,9.4,-0.8,-3.12,Graduate
9500,1,130,1,122.5,1,0,0,1,0,0,19,0,13.93714286,13.93714286,10.8,1.4,1.74,Graduate
9070,1,148,1,148,1,0,0,1,0,0,20,0,14.7,14.58333333,15.5,2.8,-4.06,Graduate
9773,1,130,1,126.2,1,0,0,1,0,0,18,0,11.66666667,12.2,12.7,3.7,-1.7,Graduate
9500,6,134,1,129.8,1,0,0,1,0,0,20,0,14.85,14.85,7.6,2.6,0.32,Graduate
9085,19,133.1,1,104,0,0,0,1,0,0,26,0,12,0,10.8,1.4,1.74,Dropout
9500,1,137,1,126.7,1,0,0,1,0,0,18,0,13.6875,15.62222222,13.9,-0.3,0.79,Dropout
8014,1,130,1,120,0,0,0,1,0,0,58,0,12.4,11.6,9.4,-0.8,-3.12,Graduate
9500,1,137,1,124.6,0,0,0,1,0,0,18,0,13.398,13.5425,15.5,2.8,-4.06,Graduate
9085,1,130,1,130,1,0,0,1,0,0,20,0,11.8,12,12.4,0.5,1.79,Enrolled
9991,1,140,1,127.3,0,0,0,1,0,0,20,0,0,0,11.1,0.6,2.02,Dropout
9147,1,150,1,122,1,0,0,1,0,0,29,0,11.76923077,11.92857143,9.4,-0.8,-3.12,Graduate
9238,3,130,1,125.1,0,0,1,0,0,0,27,0,0,0,16.2,0.3,-0.92,Dropout
9085,1,133.1,1,110,1,0,0,1,0,1,21,0,13.28571429,13,11.1,0.6,2.02,Graduate
9238,1,134,1,129.8,0,0,0,1,0,1,20,0,11.66666667,11.16666667,15.5,2.8,-4.06,Graduate
9238,1,125,1,114.9,0,0,0,1,0,1,19,0,11.5,12.2,11.1,0.6,2.02,Graduate
9500,1,141,1,125.6,1,0,0,1,0,1,22,0,13.08166667,13.15,11.1,0.6,2.02,Graduate
9070,1,138,1,125.1,1,0,0,1,0,1,19,0,12.66666667,13,15.5,2.8,-4.06,Graduate
9773,1,116,1,115.7,1,0,1,0,0,0,19,0,11.33333333,0,12.4,0.5,1.79,Dropout
9853,1,122,1,112.6,1,0,0,1,0,0,23,0,13.6,11.6,7.6,2.6,0.32,Enrolled
9773,1,131,1,127.2,1,0,0,1,0,1,18,0,13.16666667,13.2,12.4,0.5,1.79,Dropout
9130,39,140,1,140,0,0,0,1,0,0,19,0,0,0,12.7,3.7,-1.7,Dropout
9003,39,140,1,140,1,0,0,1,0,0,20,0,11.66666667,12.6,12.4,0.5,1.79,Graduate
9238,1,127,1,120.4,1,0,0,1,0,1,19,0,13.5,13.42857143,11.1,0.6,2.02,Graduate
9085,19,133.1,1,100,1,0,1,0,0,1,26,0,0,0,13.9,-0.3,0.79,Dropout
9238,1,117,1,113.5,1,0,0,1,0,1,18,0,13.16666667,14.14285714,11.1,0.6,2.02,Graduate
9085,1,150,1,132.1,1,0,1,1,0,0,29,0,12.5,12.5,12.7,3.7,-1.7,Dropout
9003,39,160,1,160,1,0,0,0,0,0,20,0,13.375,13,16.2,0.3,-0.92,Graduate
9070,1,128,1,126.3,1,0,0,1,0,0,19,0,13.16666667,12.66666667,15.5,2.8,-4.06,Graduate
9085,39,160,1,160,1,0,0,1,0,0,23,0,13.4,13.5,12.4,0.5,1.79,Enrolled
9556,1,126,1,100,0,0,0,1,0,0,25,0,13,11.66666667,10.8,1.4,1.74,Enrolled
9500,1,135,1,125.8,1,0,0,1,0,0,18,0,13.15428571,13.15428571,10.8,1.4,1.74,Graduate
9070,1,139,1,142.2,1,0,0,1,0,1,19,0,12.83333333,12.83333333,9.4,-0.8,-3.12,Graduate
9853,1,125,1,119.4,1,0,0,1,0,0,18,0,12.14285714,13.14285714,12.4,0.5,1.79,Graduate
9500,1,106,1,106.4,1,0,0,1,0,1,19,0,13.34,12.38571429,12.4,0.5,1.79,Enrolled
8014,40,120,1,120,0,0,0,1,0,0,36,0,13,13.75,8.9,1.4,3.51,Dropout
9003,39,150,1,150,0,0,0,1,1,1,20,0,12,11.66666667,15.5,2.8,-4.06,Enrolled
171,1,130,41,148.6,1,0,0,1,1,0,20,1,0,0,11.1,0.6,2.02,Dropout
9238,1,116,1,108.7,1,0,0,1,1,0,18,0,11,0,11.1,0.6,2.02,Dropout
9003,39,130,1,130,0,0,0,1,1,0,19,0,11.5,11.33333333,12.4,0.5,1.79,Enrolled
9238,1,140,1,124.6,1,0,1,0,1,0,20,0,13.33333333,12.5,8.9,1.4,3.51,Dropout
9500,1,134,1,131,1,0,0,1,1,0,18,0,14.59444444,13.472,15.5,2.8,-4.06,Graduate
9130,39,130,1,130,1,0,1,1,1,0,20,0,11,10.66666667,12.4,0.5,1.79,Dropout
9119,1,122,1,116.1,1,0,1,0,1,0,24,0,0,0,9.4,-0.8,-3.12,Dropout
9773,1,128,1,125.6,1,0,0,1,1,0,19,0,0,0,8.9,1.4,3.51,Dropout
9119,1,130,1,121.3,1,0,0,1,1,0,18,0,12,12,7.6,2.6,0.32,Dropout
9119,1,113,1,107.4,1,0,0,1,1,0,18,0,14,13.2,8.9,1.4,3.51,Graduate
9254,1,126,1,116.9,0,0,0,1,1,0,18,0,13.57142857,11.8,8.9,1.4,3.51,Graduate
9670,1,135,1,123.5,1,0,0,1,1,0,22,0,0,0,16.2,0.3,-0.92,Dropout
9670,1,141,1,130.5,0,0,0,1,1,0,19,0,14.25,13.85714286,11.1,0.6,2.02,Graduate
9085,12,133.1,1,140,1,0,1,0,0,0,32,0,0,0,13.9,-0.3,0.79,Dropout
9853,1,133.1,1,117.1,1,0,0,1,0,1,21,0,0,0,7.6,2.6,0.32,Dropout
9500,1,144,1,127.5,1,0,0,1,0,1,19,0,13.54285714,13.54285714,12.7,3.7,-1.7,Graduate
8014,1,140,1,126,0,0,0,1,0,1,39,0,13.11111111,11.71428571,12.7,3.7,-1.7,Graduate
8014,10,100,1,113,1,0,0,1,0,0,30,0,12.66666667,12.14285714,7.6,2.6,0.32,Graduate
9147,1,135,1,130.1,1,0,0,1,0,0,18,0,10.75,10,9.4,-0.8,-3.12,Dropout
9991,1,130,1,110,1,0,0,1,0,0,38,0,10.75,10,7.6,2.6,0.32,Dropout
9070,1,147,1,135.8,1,0,0,1,0,0,20,0,13.66666667,13.33333333,9.4,-0.8,-3.12,Graduate
8014,19,149,1,126.3,0,0,0,1,0,0,55,0,13.83333333,12.83333333,7.6,2.6,0.32,Graduate
9070,2,130,1,130,0,0,0,1,0,0,53,0,13.17647059,13,7.6,2.6,0.32,Dropout
8014,1,120,1,104,0,0,0,1,0,0,54,0,12.75,12.6,7.6,2.6,0.32,Dropout
9500,1,125,1,123.6,1,0,0,1,0,1,18,0,12.86,12.86,7.6,2.6,0.32,Enrolled
8014,1,133.1,1,121,0,0,1,0,0,0,44,0,12,12,8.9,1.4,3.51,Dropout
9238,1,149,1,130.5,1,0,0,1,0,0,28,0,11.66666667,12.55555556,10.8,1.4,1.74,Graduate
8014,43,180,1,180,0,0,0,1,0,0,37,0,16.5,16.90909091,8.9,1.4,3.51,Graduate
9238,1,110,1,112.5,1,0,0,1,0,0,20,0,12.33333333,11.77777778,7.6,2.6,0.32,Graduate
9500,1,131,1,126.1,1,0,0,1,0,0,18,0,12.59125,12.82,15.5,2.8,-4.06,Enrolled
9238,1,117,1,111.8,1,0,0,1,1,0,19,0,11.5,11,8.9,1.4,3.51,Dropout
9003,1,120,1,131.4,1,0,0,1,1,1,23,0,11.89473684,12.92307692,15.5,2.8,-4.06,Graduate
9238,1,160,1,144.3,0,0,0,1,1,0,22,0,0,0,13.9,-0.3,0.79,Dropout
9254,1,100,1,115,0,0,0,0,1,0,24,0,0,0,11.1,0.6,2.02,Dropout
9003,39,140,1,120,1,0,0,1,1,0,22,0,13,11.5,12.4,0.5,1.79,Enrolled
9003,1,160,1,168.6,0,0,0,1,1,0,26,0,0,0,13.9,-0.3,0.79,Dropout
9773,1,141,1,127.7,1,0,0,1,1,0,18,0,15.16666667,14.83333333,9.4,-0.8,-3.12,Graduate
9130,39,130,1,150,0,0,0,1,1,0,24,0,11.75,13.5,11.1,0.6,2.02,Dropout
9119,1,142,1,129.8,1,0,0,1,1,0,18,0,0,15,10.8,1.4,1.74,Enrolled
171,1,130,1,135.6,1,0,0,1,1,0,26,0,0,0,11.1,0.6,2.02,Dropout
9254,19,133.1,1,100,0,0,0,1,1,0,27,0,11.33333333,14.75,16.2,0.3,-0.92,Dropout
9003,39,140,1,140,1,0,0,1,1,1,20,0,12.6,13.2,12.4,0.5,1.79,Graduate
9119,1,129,1,124.1,1,0,0,1,1,0,19,0,0,14,7.6,2.6,0.32,Dropout
9085,1,148,1,131.6,0,0,0,1,1,1,18,0,15.5,15.5,11.1,0.6,2.02,Dropout
9500,1,143,1,129,1,0,0,1,1,0,18,0,12.36571429,12.36571429,10.8,1.4,1.74,Graduate
9670,1,128,1,135.7,1,0,0,1,1,0,19,0,13.2,13.25,10.8,1.4,1.74,Enrolled
9070,1,100,1,108,1,0,0,1,1,0,34,0,11.42857143,11.85714286,7.6,2.6,0.32,Enrolled
9238,1,116,1,110.8,1,0,0,1,1,0,19,0,0,0,16.2,0.3,-0.92,Dropout
9773,1,128,1,124.5,0,0,0,1,1,1,19,0,14,12.33333333,9.4,-0.8,-3.12,Graduate
9003,1,120,1,100,0,0,0,1,1,0,30,0,12,11.8,15.5,2.8,-4.06,Dropout
9773,1,121,1,123.8,0,0,0,0,1,0,22,0,0,12,10.8,1.4,1.74,Dropout
9147,1,137,1,131.4,0,0,0,0,1,0,19,0,10,11.33333333,15.5,2.8,-4.06,Dropout
9147,1,115,1,118.5,0,0,0,1,1,0,21,0,10,10,7.6,2.6,0.32,Dropout
171,1,129,1,122,1,0,0,0,1,0,22,0,0,0,7.6,2.6,0.32,Dropout
9254,1,125,1,122.9,0,0,0,1,1,1,19,0,11.16666667,11.66666667,10.8,1.4,1.74,Enrolled
9238,1,125,1,118.7,0,0,0,1,1,0,20,0,11.75,11.33333333,15.5,2.8,-4.06,Enrolled
9003,19,133.1,1,100,1,0,0,1,1,0,35,0,11.75,0,13.9,-0.3,0.79,Dropout
9147,1,131,1,135.9,1,0,0,1,1,0,20,0,10,11,7.6,2.6,0.32,Dropout
9130,1,133.1,1,138.4,0,0,0,1,1,0,21,0,14,12.8,7.6,2.6,0.32,Graduate
9085,12,133.1,1,128.2,0,0,1,0,1,0,27,0,0,0,7.6,2.6,0.32,Dropout
9773,1,114,1,107.4,1,0,0,0,1,0,26,0,12,0,9.4,-0.8,-3.12,Dropout
9773,1,127,1,129.8,0,0,0,0,1,0,20,0,0,0,10.8,1.4,1.74,Dropout
9003,1,130,1,100,0,0,1,0,1,0,28,0,11.88888889,11.6,15.5,2.8,-4.06,Dropout
9773,1,121,1,113,1,0,0,1,1,0,19,0,13.83333333,13.66666667,11.1,0.6,2.02,Graduate
9991,1,120,1,107,0,0,0,0,1,0,47,0,0,0,12.7,3.7,-1.7,Dropout
9773,12,120,1,130,0,0,0,0,1,0,55,0,11.4,12.4,10.8,1.4,1.74,Dropout
9003,1,120,1,120,1,0,0,1,1,0,39,0,0,11,16.2,0.3,-0.92,Dropout
9003,1,120,1,120.5,1,0,1,1,1,0,35,0,10.64285714,10.66666667,15.5,2.8,-4.06,Dropout
9238,1,133.1,1,120.5,0,0,0,0,1,0,32,0,11,0,7.6,2.6,0.32,Dropout
9773,1,124,1,137,1,0,0,1,1,0,20,0,16.83333333,16.66666667,8.9,1.4,3.51,Graduate
9254,1,150,1,115,0,0,0,1,1,0,36,0,13.57142857,13.2,12.7,3.7,-1.7,Graduate
9991,19,133.1,1,142.7,0,0,1,1,1,1,34,0,14.71428571,14.375,16.2,0.3,-0.92,Graduate
9670,1,116,1,116.7,1,0,0,1,1,0,21,0,0,0,9.4,-0.8,-3.12,Dropout
9991,1,133.1,1,136.1,0,0,0,1,1,1,42,0,10,11,13.9,-0.3,0.79,Dropout
9003,19,133.1,1,134.3,0,0,0,1,1,0,25,0,11,11.75,12.4,0.5,1.79,Dropout
9773,1,167,1,153,1,0,0,1,1,1,18,0,11,0,8.9,1.4,3.51,Dropout
9773,1,140,1,132,0,0,0,1,1,1,18,0,12,12.83333333,12.7,3.7,-1.7,Graduate
9238,1,124,1,129.6,1,0,0,1,1,0,19,0,11.125,11.85714286,7.6,2.6,0.32,Graduate
9085,1,110,1,105,0,0,1,0,1,0,34,0,11.33333333,11.5,13.9,-0.3,0.79,Dropout
9773,1,150,1,130.8,0,0,0,1,1,0,20,0,12,0,10.8,1.4,1.74,Dropout
9500,1,123,1,119.7,0,0,0,1,1,0,20,0,0,0,13.9,-0.3,0.79,Dropout
9500,1,152,1,132.5,0,0,0,1,1,0,21,0,14.54,14.54,10.8,1.4,1.74,Graduate
9003,39,130,1,130,1,0,0,1,1,0,19,0,12.16666667,13,12.4,0.5,1.79,Graduate
9085,1,133.1,1,120,0,0,1,0,1,0,31,0,13.5,11.66666667,9.4,-0.8,-3.12,Dropout
9670,1,133.1,1,150,0,0,0,1,1,0,21,0,14.75,14.33333333,11.1,0.6,2.02,Graduate
9147,1,124,1,115.6,0,0,0,1,1,1,20,0,12.375,11.66666667,13.9,-0.3,0.79,Graduate
9500,6,119.1,1,119.1,0,0,0,1,1,0,22,0,12.73333333,12.73333333,7.6,2.6,0.32,Graduate
